epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,1363.3,0.47044,0.3218,0.9861,0.99281,1,0.995,0.91894,0.38984,0.24752,0.89041,0.00137654,0.00137654,0.00137654
90,1372.25,0.49395,0.32101,0.97476,0.99643,1,0.995,0.91444,0.41297,0.26375,0.90011,0.00137324,0.00137324,0.00137324
91,1381.76,0.48541,0.32874,0.98435,0.99714,1,0.995,0.9091,0.46657,0.26319,0.92385,0.00136994,0.00136994,0.00136994
92,1392.77,0.45448,0.32185,0.96222,0.99717,1,0.995,0.91117,0.402,0.24915,0.89278,0.00136664,0.00136664,0.00136664
93,1403.74,0.48185,0.30384,0.96096,0.99596,1,0.995,0.91473,0.40873,0.24243,0.88648,0.00136334,0.00136334,0.00136334
94,1414.92,0.49706,0.31726,0.95936,0.99646,1,0.995,0.932,0.37971,0.22748,0.89123,0.00136004,0.00136004,0.00136004
95,1426.76,0.48779,0.32484,0.97634,0.99701,1,0.995,0.93666,0.37204,0.24686,0.88089,0.00135674,0.00135674,0.00135674
96,1438.66,0.51761,0.36367,0.99392,0.9952,1,0.995,0.92165,0.4482,0.28505,0.91808,0.00135344,0.00135344,0.00135344
97,1450.53,0.49361,0.33635,0.98529,0.99401,1,0.995,0.92968,0.38208,0.24886,0.87747,0.00135014,0.00135014,0.00135014
98,1458.98,0.50625,0.31596,0.99611,0.99568,1,0.995,0.93641,0.35741,0.2497,0.86728,0.00134684,0.00134684,0.00134684
99,1467.49,0.51394,0.32298,0.98939,0.99585,1,0.995,0.92114,0.42663,0.2716,0.90279,0.00134354,0.00134354,0.00134354
100,1476.71,0.51575,0.33157,0.98866,0.99678,1,0.995,0.90781,0.43163,0.26479,0.91829,0.00134023,0.00134023,0.00134023
101,1485.71,0.48316,0.32294,1.00176,0.9852,1,0.995,0.90338,0.44845,0.28984,0.92777,0.00133693,0.00133693,0.00133693
102,1495.61,0.52697,0.34273,0.98518,0.90209,1,0.995,0.91941,0.40194,0.31912,0.88028,0.00133363,0.00133363,0.00133363
103,1505.82,0.50199,0.32418,0.99208,0.97369,0.99404,0.995,0.91193,0.39711,0.26689,0.88582,0.00133033,0.00133033,0.00133033
104,1516.47,0.49307,0.33059,0.98156,0.98885,1,0.995,0.92015,0.41042,0.2509,0.89312,0.00132703,0.00132703,0.00132703
105,1527.3,0.47904,0.31254,0.97402,0.97974,1,0.995,0.92522,0.36448,0.2637,0.86389,0.00132373,0.00132373,0.00132373
106,1538.47,0.47817,0.30024,0.96611,0.97955,0.95927,0.995,0.94309,0.36587,0.30732,0.86833,0.00132043,0.00132043,0.00132043
107,1549.3,0.46765,0.29907,0.96916,0.99279,0.95994,0.995,0.93333,0.38164,0.30455,0.87609,0.00131713,0.00131713,0.00131713
108,1560.92,0.49164,0.32131,0.98131,0.98548,0.95994,0.995,0.92964,0.38069,0.29861,0.87031,0.00131383,0.00131383,0.00131383
109,1572.77,0.49529,0.33445,0.98389,0.99507,0.96046,0.995,0.92314,0.41209,0.27764,0.89135,0.00131053,0.00131053,0.00131053
110,1581.33,0.48058,0.31924,0.98583,0.98374,0.95418,0.98077,0.92588,0.37849,0.32324,0.86341,0.00130723,0.00130723,0.00130723
111,1590.19,0.50711,0.32387,0.96922,0.9954,0.86565,0.95535,0.83376,0.48748,0.52728,0.92773,0.00130393,0.00130393,0.00130393
112,1599.58,0.46308,0.30567,0.96261,0.92798,0.9882,0.98405,0.84228,0.56297,0.53977,1.00896,0.00130063,0.00130063,0.00130063
113,1608.92,0.50241,0.32348,0.99177,0.9936,1,0.995,0.92004,0.39012,0.22881,0.8777,0.00129733,0.00129733,0.00129733
114,1619.73,0.49776,0.30706,0.97357,0.99412,1,0.995,0.93491,0.41309,0.23139,0.90242,0.00129403,0.00129403,0.00129403
115,1630.38,0.45732,0.29443,0.94227,0.99592,1,0.995,0.93775,0.38033,0.23513,0.8876,0.00129072,0.00129072,0.00129072
116,1641.25,0.48288,0.31798,0.97446,0.99545,1,0.995,0.92444,0.39891,0.25035,0.89832,0.00128742,0.00128742,0.00128742
117,1652.77,0.45836,0.30827,0.95685,0.99503,1,0.995,0.93013,0.38021,0.2415,0.89517,0.00128412,0.00128412,0.00128412
118,1664.5,0.49432,0.32344,0.99844,0.99715,1,0.995,0.92988,0.40466,0.24012,0.90409,0.00128082,0.00128082,0.00128082
119,1676.43,0.44987,0.29189,0.94874,0.99723,1,0.995,0.92819,0.38822,0.22519,0.88876,0.00127752,0.00127752,0.00127752
120,1689.02,0.48537,0.30704,0.97822,0.99717,1,0.995,0.93509,0.37731,0.22118,0.88455,0.00127422,0.00127422,0.00127422
121,1701.52,0.48435,0.2991,0.98718,0.99665,1,0.995,0.94138,0.36943,0.21127,0.87861,0.00127092,0.00127092,0.00127092
122,1710.23,0.49263,0.32551,0.97035,0.99711,1,0.995,0.92274,0.37958,0.21879,0.87819,0.00126762,0.00126762,0.00126762
123,1718.91,0.46012,0.29514,0.96477,0.9968,1,0.995,0.91926,0.38381,0.23292,0.8797,0.00126432,0.00126432,0.00126432
124,1727.92,0.46243,0.30098,0.97377,0.99691,1,0.995,0.93425,0.37629,0.22678,0.87488,0.00126102,0.00126102,0.00126102
125,1737,0.46202,0.28599,0.98547,0.99673,1,0.995,0.93799,0.3483,0.22081,0.86284,0.00125772,0.00125772,0.00125772
126,1746.17,0.46649,0.31433,0.9749,0.99609,1,0.995,0.94935,0.34957,0.21427,0.85666,0.00125442,0.00125442,0.00125442
127,1755.6,0.46878,0.29459,0.97037,0.99616,1,0.995,0.92276,0.39345,0.22992,0.87681,0.00125112,0.00125112,0.00125112
128,1765.23,0.4866,0.31629,0.97927,0.99528,1,0.995,0.94119,0.37392,0.20118,0.87333,0.00124782,0.00124782,0.00124782
129,1775.83,0.46394,0.2932,0.96072,0.99465,1,0.995,0.94463,0.3657,0.21363,0.86621,0.00124452,0.00124452,0.00124452
130,1787.36,0.47416,0.30074,0.98339,0.99606,1,0.995,0.93491,0.38339,0.21936,0.86956,0.00124121,0.00124121,0.00124121
131,1798.79,0.46781,0.29833,0.96251,0.99601,1,0.995,0.93271,0.38623,0.23392,0.87221,0.00123791,0.00123791,0.00123791
132,1810.53,0.4625,0.3018,0.96885,0.94407,0.92708,0.97971,0.86841,0.52048,0.60658,0.97312,0.00123461,0.00123461,0.00123461
133,1822.62,0.44614,0.30106,0.96801,0.99615,1,0.995,0.92815,0.3877,0.21543,0.88124,0.00123131,0.00123131,0.00123131
134,1831.47,0.41679,0.27034,0.93365,0.99674,1,0.995,0.93554,0.36875,0.21744,0.87059,0.00122801,0.00122801,0.00122801
135,1839.76,0.44773,0.27929,0.9582,0.99702,1,0.995,0.92269,0.41541,0.23732,0.89619,0.00122471,0.00122471,0.00122471
136,1847.56,0.47269,0.3177,0.97866,0.99691,1,0.995,0.91619,0.41541,0.22653,0.88436,0.00122141,0.00122141,0.00122141
137,1855.42,0.45004,0.28799,0.94772,0.997,1,0.995,0.93352,0.39964,0.21375,0.88348,0.00121811,0.00121811,0.00121811
138,1863.98,0.46067,0.29902,0.97228,0.99705,1,0.995,0.92253,0.39959,0.23467,0.88162,0.00121481,0.00121481,0.00121481
139,1872.54,0.45664,0.29579,0.9805,0.99725,1,0.995,0.91782,0.4021,0.23206,0.89007,0.00121151,0.00121151,0.00121151
140,1882.26,0.44643,0.28828,0.96472,0.99721,1,0.995,0.94856,0.37247,0.24051,0.86465,0.00120821,0.00120821,0.00120821
141,1892.01,0.43283,0.28914,0.95518,0.99674,1,0.995,0.94203,0.37354,0.22376,0.86314,0.00120491,0.00120491,0.00120491
142,1902.54,0.4331,0.28036,0.95196,0.98747,1,0.995,0.94343,0.36306,0.24308,0.87108,0.00120161,0.00120161,0.00120161
143,1913.13,0.46212,0.29416,0.95859,0.94147,1,0.995,0.9132,0.41063,0.27043,0.90436,0.00119831,0.00119831,0.00119831
144,1924.39,0.44909,0.28901,0.94443,0.99711,1,0.995,0.92734,0.36944,0.22803,0.88676,0.00119501,0.00119501,0.00119501
145,1936.05,0.46243,0.28949,0.9679,0.99606,1,0.995,0.91702,0.36101,0.23614,0.87591,0.0011917,0.0011917,0.0011917
146,1947.73,0.44342,0.28192,0.96423,0.99425,1,0.995,0.91913,0.38344,0.23345,0.87584,0.0011884,0.0011884,0.0011884
147,1956.44,0.46956,0.29635,0.96434,0.99562,1,0.995,0.921,0.38069,0.21911,0.87231,0.0011851,0.0011851,0.0011851
148,1965.47,0.45113,0.28563,0.9783,0.99725,1,0.995,0.9192,0.38057,0.20789,0.87711,0.0011818,0.0011818,0.0011818
149,1974.63,0.44794,0.2857,0.9629,0.99684,1,0.995,0.93963,0.3696,0.21127,0.87499,0.0011785,0.0011785,0.0011785
150,1983.96,0.45633,0.28022,0.95587,0.99616,1,0.995,0.92692,0.39397,0.21317,0.88356,0.0011752,0.0011752,0.0011752
151,1993.46,0.4323,0.26566,0.94446,0.99617,1,0.995,0.9324,0.39859,0.21251,0.88955,0.0011719,0.0011719,0.0011719
152,2003.18,0.44925,0.29543,0.95659,0.99713,1,0.995,0.92849,0.37918,0.22693,0.88136,0.0011686,0.0011686,0.0011686
153,2012.65,0.43762,0.27067,0.95696,0.99653,1,0.995,0.93785,0.36627,0.21098,0.86762,0.0011653,0.0011653,0.0011653
154,2023.21,0.44416,0.28513,0.94618,0.99628,1,0.995,0.93927,0.36446,0.21195,0.8684,0.001162,0.001162,0.001162
155,2033.92,0.43507,0.28666,0.95002,0.99627,1,0.995,0.93631,0.38531,0.2041,0.88386,0.0011587,0.0011587,0.0011587
156,2044.87,0.4463,0.2874,0.95867,0.99532,1,0.995,0.93047,0.41801,0.22478,0.89274,0.0011554,0.0011554,0.0011554
157,2056.31,0.45219,0.29402,0.96676,0.99607,1,0.995,0.93569,0.38215,0.22334,0.87678,0.0011521,0.0011521,0.0011521
158,2068.08,0.43422,0.2758,0.94935,0.99581,1,0.995,0.92206,0.39385,0.23728,0.88562,0.0011488,0.0011488,0.0011488
159,2079.96,0.4317,0.27735,0.9511,0.99453,1,0.995,0.94997,0.37882,0.22396,0.87945,0.0011455,0.0011455,0.0011455
160,2088.52,0.45121,0.28054,0.97487,0.9949,1,0.995,0.94598,0.35713,0.21193,0.87533,0.0011422,0.0011422,0.0011422
161,2097.43,0.44113,0.27265,0.94823,0.99645,1,0.995,0.9506,0.35987,0.19861,0.88369,0.00113889,0.00113889,0.00113889
162,2106.43,0.47219,0.28791,0.98232,0.99684,1,0.995,0.94305,0.36595,0.21127,0.88638,0.00113559,0.00113559,0.00113559
163,2115.7,0.4057,0.27182,0.94322,0.99672,1,0.995,0.94648,0.35701,0.21736,0.87742,0.00113229,0.00113229,0.00113229
164,2125.4,0.44253,0.27555,0.94716,0.99726,1,0.995,0.94874,0.35494,0.20394,0.86804,0.00112899,0.00112899,0.00112899
165,2136.12,0.43741,0.26463,0.96084,0.99569,1,0.995,0.95335,0.36163,0.20548,0.86737,0.00112569,0.00112569,0.00112569
166,2147.33,0.40883,0.25705,0.94586,0.99563,1,0.995,0.95529,0.35677,0.21321,0.86174,0.00112239,0.00112239,0.00112239
167,2158.98,0.42476,0.26173,0.95719,0.99556,1,0.995,0.93794,0.36825,0.21496,0.86222,0.00111909,0.00111909,0.00111909
168,2170.99,0.44271,0.26448,0.95696,0.99727,1,0.995,0.94183,0.36504,0.22439,0.86916,0.00111579,0.00111579,0.00111579
169,2182.86,0.4556,0.27812,0.97472,0.99706,1,0.995,0.94393,0.37182,0.21557,0.87253,0.00111249,0.00111249,0.00111249
170,2195.72,0.42835,0.26513,0.94356,0.99658,1,0.995,0.93961,0.37431,0.1929,0.87753,0.00110919,0.00110919,0.00110919
171,2208.53,0.40706,0.24895,0.93649,0.99731,1,0.995,0.93241,0.39908,0.20886,0.89881,0.00110589,0.00110589,0.00110589
172,2217.14,0.40506,0.25202,0.92987,0.99737,1,0.995,0.93765,0.36064,0.2099,0.87077,0.00110259,0.00110259,0.00110259
173,2224.95,0.44627,0.27866,0.95446,0.99696,1,0.995,0.94074,0.35614,0.2148,0.86917,0.00109929,0.00109929,0.00109929
174,2232.64,0.42482,0.26129,0.94231,0.99701,1,0.995,0.94026,0.38739,0.21235,0.88639,0.00109599,0.00109599,0.00109599
175,2240.04,0.43459,0.28985,0.95388,0.99689,1,0.995,0.9504,0.3642,0.217,0.87487,0.00109269,0.00109269,0.00109269
176,2247.89,0.43885,0.26969,0.94922,0.99676,1,0.995,0.94771,0.35477,0.20403,0.87157,0.00108938,0.00108938,0.00108938
177,2255.93,0.43606,0.27539,0.97436,0.99626,1,0.995,0.95069,0.35062,0.18142,0.86593,0.00108608,0.00108608,0.00108608
178,2265.29,0.42101,0.26035,0.93119,0.99715,1,0.995,0.94529,0.37621,0.19613,0.87503,0.00108278,0.00108278,0.00108278
179,2275.07,0.40635,0.25048,0.94751,0.99735,1,0.995,0.93095,0.38345,0.20719,0.89301,0.00107948,0.00107948,0.00107948
180,2285.48,0.40944,0.26869,0.93836,0.9966,1,0.995,0.93132,0.37787,0.19672,0.88706,0.00107618,0.00107618,0.00107618
181,2295.96,0.40094,0.25437,0.92582,0.99551,1,0.995,0.93094,0.37996,0.19157,0.88343,0.00107288,0.00107288,0.00107288
182,2306.98,0.42114,0.25517,0.94834,0.99595,1,0.995,0.93877,0.36739,0.205,0.87372,0.00106958,0.00106958,0.00106958
183,2318.31,0.41162,0.26526,0.9325,0.99729,1,0.995,0.94855,0.37297,0.20156,0.8792,0.00106628,0.00106628,0.00106628
184,2329.77,0.40527,0.26299,0.94955,0.99687,1,0.995,0.95147,0.37338,0.20966,0.88337,0.00106298,0.00106298,0.00106298
185,2337.96,0.41438,0.27683,0.94167,0.9966,1,0.995,0.94618,0.375,0.23331,0.88372,0.00105968,0.00105968,0.00105968
186,2345.81,0.4142,0.25842,0.94765,0.9967,1,0.995,0.93415,0.37358,0.22539,0.87097,0.00105638,0.00105638,0.00105638
187,2353.87,0.41071,0.24424,0.93457,0.99708,1,0.995,0.93002,0.37279,0.19334,0.86722,0.00105308,0.00105308,0.00105308
188,2362,0.39621,0.24733,0.95041,0.99479,1,0.995,0.93313,0.36649,0.22023,0.86579,0.00104978,0.00104978,0.00104978
189,2370.08,0.43578,0.26024,0.96123,0.99499,1,0.995,0.93893,0.36372,0.21133,0.86624,0.00104648,0.00104648,0.00104648
190,2378.4,0.40787,0.25191,0.93189,0.99675,1,0.995,0.94481,0.37898,0.22489,0.88862,0.00104318,0.00104318,0.00104318
191,2386.72,0.43915,0.27865,0.96716,0.99722,1,0.995,0.93601,0.38842,0.23899,0.88193,0.00103987,0.00103987,0.00103987
